Name,Link,Default Branch,SHA,Stargazers Count,Forks Count,Date
neo4j/neo4j,https://github.com/neo4j/neo4j,5.1,3aa6dbe636079f58793ecf368de6770ec48aa95f,10704,2215,13/12/2022 17:43:43
drtshock/Potato,https://github.com/drtshock/Potato,master,cf8c3b0146d8adce28fc9e9e1d94cca71d9ea96d,554,2225,13/12/2022 17:43:43
tuguangquan/mybatis,https://github.com/tuguangquan/mybatis,master,0483a1dcbe92e2d226ab045420f41a85e01d6c04,4170,2226,13/12/2022 17:43:43
termux/termux-app,https://github.com/termux/termux-app,master,cff6cff609143d7441b42dad20c058ca26543247,17997,2234,13/12/2022 17:43:43
flowable/flowable-engine,https://github.com/flowable/flowable-engine,main,84ada11981b35e3372b28794826bf8468d304b4c,5938,2241,13/12/2022 17:43:43
cats-oss/android-gpuimage,https://github.com/cats-oss/android-gpuimage,master,ceea576ec931c2968431ad46f1fb2e6d68a542e2,8559,2244,13/12/2022 17:43:43
ShafigullinIK/group_903,https://github.com/ShafigullinIK/group_903,master,a2e6602f74cf6e0eb85efc340e620a2313e2c56e,20,2250,13/12/2022 17:43:43
stacksimplify/kubernetes-fundamentals,https://github.com/stacksimplify/kubernetes-fundamentals,master,af2d4f36efc113a1574e7892b27544467a13388a,230,2252,13/12/2022 17:43:43
zhanglei-workspace/shopping-management-system,https://github.com/zhanglei-workspace/shopping-management-system,master,846c7d6c94047b00c3e2731426e9f6ba4720719a,4427,2262,13/12/2022 17:43:43
apache/shiro,https://github.com/apache/shiro,main,1040d6531e1da8bad727b95857aba3a0fa444049,4002,2263,13/12/2022 17:43:30
motianhuo/wechat,https://github.com/motianhuo/wechat,master,70d0fca84415be30e790a36263e9cae3a31a38eb,5227,2271,13/12/2022 17:43:43
febsteam/FEBS-Shiro,https://github.com/febsteam/FEBS-Shiro,v2.0,69768743d681369d14e32ba61235ab7c3b2a00ac,5783,2272,13/12/2022 17:43:43
Netflix/zuul,https://github.com/Netflix/zuul,master,ce7e8f998917fb71fa3a250a010729f7ad07a302,12329,2273,13/12/2022 17:43:43
geeeeeeeeek/WeChatLuckyMoney,https://github.com/geeeeeeeeek/WeChatLuckyMoney,stable,54a5201dfba6819f476a61e0e8096f13e3037ed9,7150,2277,13/12/2022 17:43:43
gyoogle/tech-interview-for-developer,https://github.com/gyoogle/tech-interview-for-developer,master,de2d1b07dd377b24465488913731464eaade6054,9056,2281,13/12/2022 17:43:42
guolindev/booksource,https://github.com/guolindev/booksource,master,e61f533816111c8899b2009a49b322e63cabbfd5,2986,2282,13/12/2022 17:43:42
lionsoul2014/ip2region,https://github.com/lionsoul2014/ip2region,master,d117f72d584d2cb184cb26d6beaa4809442c9284,12551,2285,13/12/2022 17:43:30
navasmdc/MaterialDesignLibrary,https://github.com/navasmdc/MaterialDesignLibrary,master,7271050ff486cc4038e13f02b10a28aa4cf5b8cf,9058,2287,13/12/2022 17:43:42
pluralsight-projects/Android-CandyCodedApplication,https://github.com/pluralsight-projects/Android-CandyCodedApplication,master,5745f012b151e341ee9656ece0a99bd451c65c6b,53,2308,13/12/2022 17:43:30
kiegroup/drools,https://github.com/kiegroup/drools,main,7ab55a217ec899093060fdf64b0937fa5955c11b,4858,2316,13/12/2022 17:43:42
umano/AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,master,45a460435b07e764138a700328836cafc1ed5c42,9443,2317,13/12/2022 17:43:42
Anuken/Mindustry,https://github.com/Anuken/Mindustry,master,0fcab7db6222faf071f9213c44e79d866eb18977,16655,2319,13/12/2022 17:43:42
knightliao/disconf,https://github.com/knightliao/disconf,master,872e69c71bc34ad6f3d6bead1bb1f96a5e9cfdb4,5536,2329,13/12/2022 17:43:30
NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg,master,100b1c1744defb621831592cb9dc83e161849554,6232,2330,13/12/2022 17:43:42
mockito/mockito,https://github.com/mockito/mockito,main,e2e628918518b73de7381692f28556ac6caa4710,13522,2337,13/12/2022 17:43:42
careercup/ctci,https://github.com/careercup/ctci,master,48950f46d346cd3472aa276443f20db6830ed9e0,5077,2346,13/12/2022 17:43:30
apache/maven,https://github.com/apache/maven,master,984f73dc7ca2515ee520fbded3382820f62116e9,3399,2356,13/12/2022 17:43:42
alibaba/COLA,https://github.com/alibaba/COLA,master,de1f2b95dada56660d433d8a239d25ebe4351d14,8816,2376,13/12/2022 17:43:42
wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,master,9aad4353f9f5eb2b12bb4e7479cf9d78cdfdbc44,5930,2380,13/12/2022 17:43:30
apache/nifi,https://github.com/apache/nifi,main,ed6ba537249ea781402dc0ac7e341907ba5b0c94,3535,2384,13/12/2022 17:43:30
android-hacker/VirtualXposed,https://github.com/android-hacker/VirtualXposed,vxp,122beb371519cb2d221ce06756361aaa30e2674f,13981,2384,13/12/2022 17:43:42
bitcoinj/bitcoinj,https://github.com/bitcoinj/bitcoinj,master,bc27caaae05db475fc3ce6108bd6f418d14dcf63,4475,2385,13/12/2022 17:43:42
youth5201314/banner,https://github.com/youth5201314/banner,master,b82bf41dd5716b7883976fd1e6002652ffd674bd,12235,2388,13/12/2022 17:43:42
spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix,main,7335b773be2180edcd48ee0a5150f5db8ae8a83f,4664,2393,13/12/2022 17:43:42
janishar/mit-deep-learning-book-pdf,https://github.com/janishar/mit-deep-learning-book-pdf,master,4db1f780246f7753007d25c9453b19f342f79aa1,10748,2394,13/12/2022 17:43:30
YunaiV/yudao-cloud,https://github.com/YunaiV/yudao-cloud,master,79df30d0f87bfc59ddf85a89fd3ac49c1ed48e56,6881,2407,13/12/2022 17:43:42
androidannotations/androidannotations,https://github.com/androidannotations/androidannotations,develop,0d24f1b64dd6b4c27d9a77d3b771a129a59b5b4c,11149,2411,13/12/2022 17:43:42
H07000223/FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,master,528fcffe88d54eeafbc85ffd1ce375df043b3a28,10771,2412,13/12/2022 17:43:42
lipangit/JiaoZiVideoPlayer,https://github.com/lipangit/JiaoZiVideoPlayer,develop,3db479b1a816965336fa5884708037a0a2971c33,10435,2418,13/12/2022 17:43:42
hongyangAndroid/okhttputils,https://github.com/hongyangAndroid/okhttputils,master,11fdc3c7368e481cc182e79188973418bc5d0939,6864,2421,13/12/2022 17:43:30
javaee/jersey,https://github.com/javaee/jersey,master,faa809da43538ce31076b50f969b4bd64caa5ac9,2901,2421,13/12/2022 17:43:42
googlesamples/mlkit,https://github.com/googlesamples/mlkit,master,f26643c9c3e1461cdc1c8af95067d74a10f88904,2435,2421,13/12/2022 17:43:42
frank-lam/fullstack-tutorial,https://github.com/frank-lam/fullstack-tutorial,master,566d7368741e805bc7e5f4f4e3abfb5f9eecc598,10895,2424,13/12/2022 17:43:40
JessYanCoding/MVPArms,https://github.com/JessYanCoding/MVPArms,master,8adc86be91eaef3b384f72a7bb0ae6b43a393046,10178,2427,13/12/2022 17:43:40
CatVodTVOfficial/TVBoxOSC,https://github.com/CatVodTVOfficial/TVBoxOSC,main,e8c12d2bf408feb129857e577803d918e613482f,2279,2429,13/12/2022 17:43:40
MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,1.19.x,81276b341a6344a341b9d7e45283e156653e2f5f,5865,2437,13/12/2022 17:43:40
daimajia/AndroidViewAnimations,https://github.com/daimajia/AndroidViewAnimations,master,6a35c466d23e49c5cd174289ebe8d9ccdbc69044,12224,2440,13/12/2022 17:43:40
databricks/learning-spark,https://github.com/databricks/learning-spark,master,6b34161e2c1351500784a0d500c664c90846cacf,3812,2442,13/12/2022 17:43:30
mybatis/spring,https://github.com/mybatis/spring,master,76b9ac4f193364b2752440842eb8ce7557eb77ce,2552,2444,13/12/2022 17:43:40
digitalsonic/geektime-spring-family,https://github.com/digitalsonic/geektime-spring-family,master,c80cae1a40a8a1dbfa01930c0eb396ae6bc230c3,1046,2445,13/12/2022 17:43:40
stleary/JSON-java,https://github.com/stleary/JSON-java,master,5920eca2d7694c8d9a714bb280f31007ff64ade4,4170,2459,13/12/2022 17:43:30
zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,master,dde137711ac11e0a0ebc95be1d07a850b1365bf9,6371,2467,13/12/2022 17:43:40
justauth/JustAuth,https://github.com/justauth/JustAuth,master,571466f07968ca866482d5cd6d2365b03f81fd1b,14105,2469,13/12/2022 17:43:30
AnjuMeleth/SpringPetClinic,https://github.com/AnjuMeleth/SpringPetClinic,main,915bbb672778969f8d10357bec3694c01bb1137c,4,2472,13/12/2022 17:43:30
TooTallNate/Java-WebSocket,https://github.com/TooTallNate/Java-WebSocket,master,aad665473a7c31f8e225b5d9741826e12b0fbec3,9490,2478,13/12/2022 17:43:30
newbee-ltd/newbee-mall,https://github.com/newbee-ltd/newbee-mall,master,0d1ff1b9f4aedc0ccdac5d22014a351554dfb81e,9533,2483,13/12/2022 17:43:40
alibaba/otter,https://github.com/alibaba/otter,master,846a2654ac05e0888a9afe88671ce1f139ebe65f,7492,2492,13/12/2022 17:43:30
mybatis/generator,https://github.com/mybatis/generator,master,70ab2e2e3d5b0568348c808300e53f5a36245227,5022,2507,13/12/2022 17:43:40
alibaba/ARouter,https://github.com/alibaba/ARouter,develop,60e6b63c6d30beaaf46a6c1b031d49e0b952babc,14024,2520,13/12/2022 17:43:40
spring-projects/spring-integration-samples,https://github.com/spring-projects/spring-integration-samples,main,7130646139975e567a839fe4f6dc3efa5baaaff4,2144,2525,13/12/2022 17:43:40
hussien89aa/DataStructureAndAlgorithms,https://github.com/hussien89aa/DataStructureAndAlgorithms,master,ab14a3cb5874bb84dfa13b2ffbe4f19572d7beda,753,2526,13/12/2022 17:43:40
jeasonlzy/okhttp-OkGo,https://github.com/jeasonlzy/okhttp-OkGo,master,e34c2fa150dba4fa6e9460439f6c30adeea48225,10477,2527,13/12/2022 17:43:30
lgvalle/Material-Animations,https://github.com/lgvalle/Material-Animations,master,be755fe9ebe7f9093360e4263c4293de368da1c7,13561,2532,13/12/2022 17:43:40
roncoo/roncoo-pay,https://github.com/roncoo/roncoo-pay,master,9428382af21cd5568319eae7429b7e1d0332ff40,4415,2532,13/12/2022 17:43:40
macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,master,26c48aac745b2823af024bb6baff39b75df635fb,5527,2536,13/12/2022 17:43:40
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,dev,5942add141ec34f0378806336c96e0ea81cfea75,22219,2542,13/12/2022 17:43:40
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,master,ffab0b1d6a3673aad4c8de2a099e3cdaad9cfac2,7992,2544,13/12/2022 17:43:30
Exrick/xmall,https://github.com/Exrick/xmall,master,19e7917d5ed3bd2a2421a3a246ad494c133ba94c,6809,2549,13/12/2022 17:43:30
shopizer-ecommerce/shopizer,https://github.com/shopizer-ecommerce/shopizer,master,9a1602a664ab882b5420ff4339db45af44a48423,2878,2551,13/12/2022 17:43:40
DroidPluginTeam/DroidPlugin,https://github.com/DroidPluginTeam/DroidPlugin,master,c6ebf652e0f73aa0e5746766e117e51efaf41dbd,6764,2553,13/12/2022 17:43:30
apache/shenyu,https://github.com/apache/shenyu,master,183493156f8d270baa6794dcc6efe904a1b92265,7499,2560,13/12/2022 17:43:40
in28minutes/spring-microservices,https://github.com/in28minutes/spring-microservices,master,b88121cffa5a70a72880bc084db0bb35fa3756e5,1532,2571,13/12/2022 17:43:40
javahometech/myweb,https://github.com/javahometech/myweb,master,5de0d7c8e24e32d5430869388b273a2a6b25eef6,14,2571,13/12/2022 17:43:42
MithunTechnologiesDevOps/maven-standalone-application,https://github.com/MithunTechnologiesDevOps/maven-standalone-application,master,3ac6d9c5729035af01b698e9da1d9dd3369412cb,9,2586,13/12/2022 17:43:40
googlesamples/google-services,https://github.com/googlesamples/google-services,master,0c2c62a7f54c9158e2598f77c59f09dece68a316,2871,2591,13/12/2022 17:43:38
google-developer-training/android-fundamentals-apps-v2,https://github.com/google-developer-training/android-fundamentals-apps-v2,master,51b6e3017fe9a50a958e77acea57e70dc59960f9,614,2621,13/12/2022 17:43:38
Tencent/QMUI_Android,https://github.com/Tencent/QMUI_Android,master,976ca3165d715416ede5c28b14697509b2802c8f,13884,2626,13/12/2022 17:43:38
kevin-wayne/algs4,https://github.com/kevin-wayne/algs4,master,48ad6a3fa0e062941aa93c43860be331c2ad57a1,7145,2643,13/12/2022 17:43:30
react-native-video/react-native-video,https://github.com/react-native-video/react-native-video,master,133ede773ed5c1ded6569c5945a339144981d965,6388,2648,13/12/2022 17:43:38
TEAMMATES/teammates,https://github.com/TEAMMATES/teammates,master,6a910543c41fe93f45fc083a7e613b4cdca7e741,1325,2652,13/12/2022 17:43:38
brettwooldridge/HikariCP,https://github.com/brettwooldridge/HikariCP,dev,504ee7d1b220b5abdeeef796a90ae3d2d817b168,17611,2662,13/12/2022 17:43:38
stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP,main,f7782ff5f235584b0fc559f266961b5ab013556a,8762,2666,13/12/2022 17:43:38
GoogleCloudPlatform/java-docs-samples,https://github.com/GoogleCloudPlatform/java-docs-samples,main,0fa9c0ddfe5632a7a9dd6a31a8a0cfca2c6e909f,1499,2678,13/12/2022 17:43:38
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,devel,85757ba478dba0aff5bbb8a20e601e3df331602c,29561,2685,13/12/2022 17:43:38
Trinea/android-common,https://github.com/Trinea/android-common,master,84350f7f3346eb96408509e011a78f53004770fb,5010,2696,13/12/2022 17:43:38
daimajia/AndroidSwipeLayout,https://github.com/daimajia/AndroidSwipeLayout,master,5f8678b04751fb8510a88586b22e07ccf64bca99,12266,2703,13/12/2022 17:43:38
mozuck/PagerSlidingTabStrip,https://github.com/mozuck/PagerSlidingTabStrip,master,0cce838e37e7dda9c21e4393783f048b4de9ce96,18,2708,13/12/2022 17:43:38
liaohuqiu/android-Ultra-Pull-To-Refresh,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh,master,46fdc861243a3d90dca1f5d31f3c82559ee9e4fa,9633,2709,13/12/2022 17:43:38
daniulive/SmarterStreaming,https://github.com/daniulive/SmarterStreaming,master,e7a264a1775495995309bcc7130fed214795fa4d,10313,2710,13/12/2022 17:43:30
apache/zeppelin,https://github.com/apache/zeppelin,master,c1a138d84be49e50e7df1531d357d265f8342571,5889,2718,13/12/2022 17:43:38
crossoverJie/cim,https://github.com/crossoverJie/cim,master,6cff5a3feec06dc512112b5bcd85fae78f4fa505,8654,2730,13/12/2022 17:43:38
asLody/VirtualApp,https://github.com/asLody/VirtualApp,master,70e7d7a31a2f7063a984dd35b183381f4d508d21,9038,2753,13/12/2022 17:43:30
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,master-2.x,8f77efa203613f06922f5a5a26b0fd18a4034108,5533,2765,13/12/2022 17:43:38
Alluxio/alluxio,https://github.com/Alluxio/alluxio,master,1e95ed69ab9bec895b3bbfe4a2841238cbedc824,6022,2778,13/12/2022 17:43:38
liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,master,f3f90d79e50410c2f661ff309dd022322bdbc7cf,5696,2782,13/12/2022 17:43:38
skeeto/sample-java-project,https://github.com/skeeto/sample-java-project,master,1f633b4007019d028f1d16b48f6a333e392bb7e7,64,2791,13/12/2022 17:43:38
bjmashibing/InternetArchitect,https://github.com/bjmashibing/InternetArchitect,master,f1b7054c19fffdfb70fce0f0cfa8e63547d047cc,4098,2803,13/12/2022 17:43:38
LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector,version_component,bb802497b4cbcc2c683265e8ffffe0a56c7c75e8,12099,2804,13/12/2022 17:43:38
survivingwithandroid/Surviving-with-android,https://github.com/survivingwithandroid/Surviving-with-android,master,4f03b8308cd5850c415abf59d52190ec8c558ceb,1275,2805,13/12/2022 17:43:30
sl05310632/xUtils,https://github.com/sl05310632/xUtils,master,717da38c5466b26f355e0b37430723d86e202d10,9,2807,13/12/2022 17:43:30
JavaOPs/topjava,https://github.com/JavaOPs/topjava,master,76431a827eeaa5378e9e3e8cc7f09d82a4526630,269,2833,13/12/2022 17:43:38
lenve/JavaEETest,https://github.com/lenve/JavaEETest,master,c7c186bdead4f7710decd5a0f85c9f01b0a5a8ef,3210,2846,13/12/2022 17:43:38
material-components/material-components-android,https://github.com/material-components/material-components-android,master,2465192173eabaebc8a8f5dcd1b0f5ca9330c1cb,14298,2870,13/12/2022 17:43:38
spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,main,fdd348a1045db182661e90eaf6fd351e5f2b21de,3820,2872,13/12/2022 17:43:37
lenve/VBlog,https://github.com/lenve/VBlog,master,abc45a9366c00ce81f00f1e1f336f5a053c1dc54,6784,2872,13/12/2022 17:43:38
android/views-widgets-samples,https://github.com/android/views-widgets-samples,main,f22069a57d5df0b58ce0be08086c3e9db35870b8,4539,2877,13/12/2022 17:43:37
greenrobot/greenDAO,https://github.com/greenrobot/greenDAO,master,2611b1c8d220953c1308131a225a0cf41dce3d1f,12555,2895,13/12/2022 17:43:37
antlr/antlr4,https://github.com/antlr/antlr4,master,76fa05c21b12b96a6c12a0a82e611ed9d87d5af4,13509,2902,13/12/2022 17:43:37
dyc87112/SpringCloud-Learning,https://github.com/dyc87112/SpringCloud-Learning,master,fb2079c338db95e2285d15e0cc36fce56c788e41,7056,2906,13/12/2022 17:43:37
youtube/api-samples,https://github.com/youtube/api-samples,master,07263305b59a7c3275bc7e925f9ce6cabf774022,4667,2913,13/12/2022 17:43:37
527515025/springBoot,https://github.com/527515025/springBoot,master,8fadfc31240917e2e9347ec8c394c774082e8d8f,5844,2921,13/12/2022 17:43:37
didi/DoKit,https://github.com/didi/DoKit,master,b89f86c936ab274f11f734c6ac30587a91e58657,19206,2954,13/12/2022 17:43:37
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin,master,0ac7a6be5f849b6260e38e68e6f0610f39a1a729,11387,2960,13/12/2022 17:43:37
springside/springside4,https://github.com/springside/springside4,master,8950746bb53ce209b4cb5d2d1706712e9c6a0efc,5763,2968,13/12/2022 17:43:30
googlemaps/android-samples,https://github.com/googlemaps/android-samples,main,6a0b1a4179be46951021c04b286d964b578d93ff,2299,2995,13/12/2022 17:43:37
hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework,master,526dd727703100ec7eb82e7bf213fc547c7abcd5,7948,3003,13/12/2022 17:43:37
ReactiveX/RxAndroid,https://github.com/ReactiveX/RxAndroid,3.x,3498cd7d544cce6223a19a47a588e44e71a7440a,19738,3007,13/12/2022 17:43:37
openzipkin/zipkin,https://github.com/openzipkin/zipkin,master,e5d7f2141b724a1a2b57abd55ad9e04d8c7aa5e7,15863,3010,13/12/2022 17:43:37
apache/rocketmq-externals,https://github.com/apache/rocketmq-externals,master,d23f8d4c33b1ce54b943f1a1ed0c17166c76378b,4337,3038,13/12/2022 17:43:37
in28minutes/spring-boot-examples,https://github.com/in28minutes/spring-boot-examples,master,8964cf1346c21b1f8d05f126222e3b5e08d8d558,980,3061,13/12/2022 17:43:37
square/dagger,https://github.com/square/dagger,master,0fa73e0ee07015f191c25b1f3fdf7048321d1610,7294,3075,13/12/2022 17:43:37
pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,master,927cbc0f9f1433fc929165a51f4c8fd268baaaec,6242,3088,13/12/2022 17:43:37
medcl/elasticsearch-analysis-ik,https://github.com/medcl/elasticsearch-analysis-ik,master,9338c1910468f19cae99532f6a3aa5fe02399a06,14584,3091,13/12/2022 17:43:30
ityouknow/spring-cloud-examples,https://github.com/ityouknow/spring-cloud-examples,master,34df652f2233d6780bbbb6467ec184e87fe20a93,5997,3094,13/12/2022 17:43:37
pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper,master,5322ce59477e3ae6248ca984e9deefaf38d469cb,11472,3096,13/12/2022 17:43:37
apache/hbase,https://github.com/apache/hbase,master,8b4e134f8cf71c1b6155839439e7c1d995573c5a,4724,3115,13/12/2022 17:43:37
hdodenhof/CircleImageView,https://github.com/hdodenhof/CircleImageView,master,f599e991fae34af6047030bd7710d244c8ad4dfe,14352,3145,13/12/2022 17:43:37
SERG-Delft/mooc-software-testing,https://github.com/SERG-Delft/mooc-software-testing,master,9103906eb08bdb30ac3e2ee9a45bc32d57f33f54,38,3158,13/12/2022 17:43:37
apache/pulsar,https://github.com/apache/pulsar,master,789122b4d90601b1be47cfd2ccab2fe3124cf907,12056,3164,13/12/2022 17:43:37
junit-team/junit4,https://github.com/junit-team/junit4,main,b6d496aaf4d48cd7b483c742d74b98f3892dbee4,8394,3190,13/12/2022 17:43:37
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,main,72edfa77e46d81f3603ebcf4445670016855540b,5196,3194,13/12/2022 17:43:37
ftctechnh/ftc_app,https://github.com/ftctechnh/ftc_app,master,8bcdeba6d1c2897702e86dfb73da9ee9e38860c5,736,3214,13/12/2022 17:43:37
devopshydclub/vprofile-project,https://github.com/devopshydclub/vprofile-project,vp-rem,6d9bb74b0d1cc3a2ff64668313099a2cd9c7b46f,629,3224,13/12/2022 17:43:36
apache/shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob,master,1cbeacf2b3fdb440a0d2a9da7c1cbcf20118ff64,7770,3226,13/12/2022 17:43:36
spring-projects/spring-data-examples,https://github.com/spring-projects/spring-data-examples,main,1065f4d5eda79c6a35c66ef3b00c1690aaea8c69,4678,3227,13/12/2022 17:43:36
iBotPeaches/Apktool,https://github.com/iBotPeaches/Apktool,master,cca94b5d5a7bd1e953e79796c53324eb8aefca39,15299,3238,13/12/2022 17:43:30
openmrs/openmrs-core,https://github.com/openmrs/openmrs-core,master,823d28befc7a4a42d0453fc0b84ae1efe464788b,1144,3250,13/12/2022 17:43:36
apache/cassandra,https://github.com/apache/cassandra,trunk,4941b279bceb3a0fbe388be4305d25ec771f7b78,7721,3283,13/12/2022 17:43:36
openhab/openhab-addons,https://github.com/openhab/openhab-addons,main,4aca2c6976ed28bb36284478ddc62e3283961882,1700,3303,13/12/2022 17:43:36
Tencent/tinker,https://github.com/Tencent/tinker,dev,260d3830df9687193b9a8c8863cc66d0084a4883,16635,3325,13/12/2022 17:43:36
react-native-camera/react-native-camera,https://github.com/react-native-camera/react-native-camera,deprecation-note,d88edcb9a5b212b5887e4b4b28043e0538160091,9597,3363,13/12/2022 17:43:36
MithunTechnologiesDevOps/java-web-app-docker,https://github.com/MithunTechnologiesDevOps/java-web-app-docker,master,151a985a134c41619e76baf57139e009eff90e80,13,3365,13/12/2022 17:43:30
android10/Android-CleanArchitecture,https://github.com/android10/Android-CleanArchitecture,master,8ed4222c537e40db05e9e685bbc253fafb6b8e1f,15257,3365,13/12/2022 17:43:36
elastic/logstash,https://github.com/elastic/logstash,main,e121650e56d7e79d9692ba34f117ce683f9e5f7c,13186,3373,13/12/2022 17:43:30
liferay/liferay-portal,https://github.com/liferay/liferay-portal,master,cf0000d6e3fcc12203c7886726d897ced3bb04d0,1919,3383,13/12/2022 17:43:36
LandmarkTechnology/maven-web-application,https://github.com/LandmarkTechnology/maven-web-application,master,0675930a6479eeb4681bb4f8f187ceb3db7320ca,1,3401,13/12/2022 17:43:37
apache/druid,https://github.com/apache/druid,master,58a3acc2c4c5d5d22098e15f7ff25d6e9baa8541,12268,3405,13/12/2022 17:43:36
lhazlewood/apache-shiro-tutorial-webapp,https://github.com/lhazlewood/apache-shiro-tutorial-webapp,master,f7df2bb6c01769edf5e6f1cfad50b31b229580b6,254,3416,13/12/2022 17:43:30
Bigkoo/Android-PickerView,https://github.com/Bigkoo/Android-PickerView,master,e200d8c063aa2568d728854c048340ad2e4e0c0b,13226,3419,13/12/2022 17:43:36
hmkcode/Android,https://github.com/hmkcode/Android,master,a301aa4b1b6b684978f15e7528507ac350aea3f2,3342,3428,13/12/2022 17:43:36
dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,release/2.1.x,5cec0e484888e826ae33f4f24138edf117a86fb0,8324,3450,13/12/2022 17:43:36
doocs/leetcode,https://github.com/doocs/leetcode,main,f86724954c4d10052ed5802f28cd7c233ec9ddf4,19325,3507,13/12/2022 17:43:36
rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,main,fda508e3f11d23a0b60f86d751113d301a9ecfd1,6119,3524,13/12/2022 17:43:36
grpc/grpc-java,https://github.com/grpc/grpc-java,master,2a0b86f7cd2a363cd1d19d56f9c47aead33261d6,10189,3534,13/12/2022 17:43:36
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,dev,c9053761bd5df6060736d216169a7c8c1a25e597,9506,3538,13/12/2022 17:43:36
pockethub/PocketHub,https://github.com/pockethub/PocketHub,master,8228cb8f7197a7c2227e67ee48a2c8dc843fb553,9425,3538,13/12/2022 17:43:36
android/testing-samples,https://github.com/android/testing-samples,main,0f22e684a1e31d5c330e5709d0194c3993d2f632,8702,3544,13/12/2022 17:43:36
stacksimplify/aws-eks-kubernetes-masterclass,https://github.com/stacksimplify/aws-eks-kubernetes-masterclass,master,b3e033381f003eb61abcd0acbf56f430173c1b25,673,3571,13/12/2022 17:43:36
spring-guides/gs-spring-boot,https://github.com/spring-guides/gs-spring-boot,main,c42d4edfec8e704431380b884f5cfed78f17e876,743,3589,13/12/2022 17:43:36
bazelbuild/bazel,https://github.com/bazelbuild/bazel,master,1c0edb520cb43be75f9907b3f571758ef9f14220,19853,3594,13/12/2022 17:43:36
zhisheng17/flink-learning,https://github.com/zhisheng17/flink-learning,master,1c5583806581ba9596137424aaa250637cea60be,12994,3602,13/12/2022 17:43:36
JakeWharton/ActionBarSherlock,https://github.com/JakeWharton/ActionBarSherlock,master,2c71339e756bcc0b1424c4525680549ba3a2dc97,7134,3628,13/12/2022 17:43:36
Netflix/eureka,https://github.com/Netflix/eureka,master,191cc407cac86afe6633ddf44de3c37166fd318f,11592,3637,13/12/2022 17:43:34
MithunTechnologiesDevOps/spring-boot-mongo-docker,https://github.com/MithunTechnologiesDevOps/spring-boot-mongo-docker,master,2050f6b81b778ba6532db8d07baa878ea76ad92e,25,3642,13/12/2022 17:43:37
pinpoint-apm/pinpoint,https://github.com/pinpoint-apm/pinpoint,master,1285aa55efa6c90cfcc7abe7d8f20d73fec016d5,12515,3653,13/12/2022 17:43:34
LMAX-Exchange/disruptor,https://github.com/LMAX-Exchange/disruptor,master,c8dcf814f74afa0936b197489c0e9cabce036f94,15394,3684,13/12/2022 17:43:34
zhoutaoo/SpringCloud,https://github.com/zhoutaoo/SpringCloud,master,eb482e11188032ba5460ec3f0e44ca4f0b1b2063,7854,3697,13/12/2022 17:43:34
redis/jedis,https://github.com/redis/jedis,master,0cf061ca34a39283f0a64269724a0f4ad708a6ff,10828,3708,13/12/2022 17:43:34
heibaiying/BigData-Notes,https://github.com/heibaiying/BigData-Notes,master,185520374c44fcec0d5da1139e5331896d1254a6,12961,3743,13/12/2022 17:43:34
apache/beam,https://github.com/apache/beam,master,77af3237521d94f0399ab405ebac09bbbeded38c,6092,3746,13/12/2022 17:43:34
baomidou/mybatis-plus,https://github.com/baomidou/mybatis-plus,3.0,4b0155f916a6cf08e5622b760a3e93c6a594b514,13827,3776,13/12/2022 17:43:34
in28minutes/devops-master-class,https://github.com/in28minutes/devops-master-class,master,c4bcdc5837aa2f02cfae31d8a3c27e26877e153f,1151,3779,13/12/2022 17:43:34
facebook/fresco,https://github.com/facebook/fresco,main,d600de896a949db2cd7e3d825eafe31aff01334f,16893,3781,13/12/2022 17:43:34
